0.0000000000e+00,0.0000000000e+00,2.1003000000e+02
8.1300000000e-03,2.4842000000e+02,2.1237000000e+02
1.6260000000e-02,4.8938000000e+02,2.1552000000e+02
2.4390000000e-02,7.2329000000e+02,2.1878000000e+02
3.2520000000e-02,9.5056000000e+02,2.2181000000e+02
4.0650000000e-02,1.1716100000e+03,2.2451000000e+02
4.8780000000e-02,1.3868400000e+03,2.2685000000e+02
5.6910000000e-02,1.5966700000e+03,2.2887000000e+02
6.5040000000e-02,1.8014900000e+03,2.3064000000e+02
7.3170000000e-02,2.0017300000e+03,2.3224000000e+02
8.1300000000e-02,2.1978000000e+03,2.3371000000e+02
8.9430000000e-02,2.3901000000e+03,2.3507000000e+02
9.7560000000e-02,2.5790400000e+03,2.3633000000e+02
1.0569000000e-01,2.7650300000e+03,2.3751000000e+02
1.1382000000e-01,2.9484900000e+03,2.3861000000e+02
1.2194000000e-01,3.1298300000e+03,2.3965000000e+02
1.3007000000e-01,3.3094400000e+03,2.4063000000e+02
1.3820000000e-01,3.4877500000e+03,2.4157000000e+02
1.4633000000e-01,3.6651700000e+03,2.4247000000e+02
1.5446000000e-01,3.8421000000e+03,2.4333000000e+02
1.6259000000e-01,4.0189500000e+03,2.4416000000e+02
1.7072000000e-01,4.1961300000e+03,2.4496000000e+02
1.7885000000e-01,4.3740700000e+03,2.4573000000e+02
1.8698000000e-01,4.5531500000e+03,2.4649000000e+02
1.9511000000e-01,4.7338000000e+03,2.4723000000e+02
2.0324000000e-01,4.9164300000e+03,2.4796000000e+02
2.1137000000e-01,5.1013900000e+03,2.4867000000e+02
2.1950000000e-01,5.2887800000e+03,2.4937000000e+02
2.2763000000e-01,5.4786000000e+03,2.5005000000e+02
2.3576000000e-01,5.6708600000e+03,2.5072000000e+02
2.4389000000e-01,5.8655400000e+03,2.5138000000e+02
2.5202000000e-01,6.0626400000e+03,2.5203000000e+02
2.6015000000e-01,6.2621800000e+03,2.5266000000e+02
2.6828000000e-01,6.4641300000e+03,2.5328000000e+02
2.7641000000e-01,6.6685100000e+03,2.5389000000e+02
2.8454000000e-01,6.8753100000e+03,2.5449000000e+02
2.9267000000e-01,7.0845300000e+03,2.5508000000e+02
3.0080000000e-01,7.2962600000e+03,2.5566000000e+02
3.0893000000e-01,7.5109500000e+03,2.5624000000e+02
3.1706000000e-01,7.7292000000e+03,2.5681000000e+02
3.2519000000e-01,7.9515900000e+03,2.5738000000e+02
3.3332000000e-01,8.1787300000e+03,2.5794000000e+02
3.4145000000e-01,8.4111800000e+03,2.5851000000e+02
3.4958000000e-01,8.6495500000e+03,2.5907000000e+02
3.5770000000e-01,8.8944100000e+03,2.5963000000e+02
3.6583000000e-01,9.1463600000e+03,2.6020000000e+02
3.7396000000e-01,9.4059900000e+03,2.6076000000e+02
3.8209000000e-01,9.6738900000e+03,2.6133000000e+02
3.9022000000e-01,9.9506300000e+03,2.6190000000e+02
3.9835000000e-01,1.0236820000e+04,2.6248000000e+02
4.0648000000e-01,1.0533040000e+04,2.6306000000e+02
4.1461000000e-01,1.0839880000e+04,2.6364000000e+02
4.2274000000e-01,1.1158170000e+04,2.6423000000e+02
4.3087000000e-01,1.1489460000e+04,2.6483000000e+02
4.3900000000e-01,1.1835410000e+04,2.6543000000e+02
4.4713000000e-01,1.2197670000e+04,2.6605000000e+02
4.5526000000e-01,1.2577900000e+04,2.6668000000e+02
